seed,adapt_regime,probe_id,input_overlap,hidden_overlap,collapse_step,collapsed
5100,A12,5,0.022139916196465492,0.6802315711975098,80,1
5100,A12,6,0.3956543207168579,0.7030856013298035,100,1
5100,A12,10,-0.3696366548538208,0.5871734023094177,50,1
5100,A12,11,0.18733878433704376,0.6789289712905884,80,1
5100,A12,12,0.3956543207168579,0.7019481062889099,100,1
5100,A12,13,0.7719413638114929,0.8588297367095947,100,1
5100,A12,17,-0.3696366548538208,0.5877946615219116,50,1
5100,A12,18,0.3956543207168579,0.6988319158554077,80,1
5100,A12,19,0.9990423321723938,0.980268657207489,30,1
5100,A12,20,0.9888685941696167,0.967079758644104,40,1
5100,A12,25,0.9964603781700134,0.9981424808502197,35,1
5100,A12,26,0.9965495467185974,0.9992592334747314,35,1
5100,A12,27,0.9911197423934937,0.9918196797370911,30,1
5100,A12,28,-0.9488271474838257,0.3604332208633423,5,1
5100,A12,29,-0.8132763504981995,0.43526023626327515,35,1
5100,A12,30,-0.3956543207168579,0.5920658111572266,301,0
5100,A12,31,0.1896304488182068,0.7968823313713074,35,1
5100,A12,32,0.9183995127677917,0.9522570967674255,40,1
5100,A12,33,0.9985994100570679,0.9987971782684326,40,1
5100,A12,34,0.9830477833747864,0.9944302439689636,40,1
5100,A12,35,-0.7719413638114929,0.4386179447174072,60,1
5100,A12,36,-0.3956543207168579,0.5775729417800903,301,0
5100,A12,37,0.1357797086238861,0.7358025908470154,80,1
5100,A12,38,0.25709062814712524,0.791054368019104,50,1
5100,A12,39,0.4553327262401581,0.8546817898750305,50,1
5100,A12,40,0.9183995127677917,0.9502139687538147,50,1
5100,A12,41,0.9783340096473694,0.991848886013031,50,1
5100,A12,42,-0.3956543207168579,0.5658634901046753,301,0
5100,A12,43,0.06827587634325027,0.6794694662094116,100,1
5100,A12,44,0.4222636818885803,0.7547940611839294,60,1
5100,A12,45,0.2094794511795044,0.7740098237991333,60,1
5100,A12,46,0.2519209086894989,0.8089912533760071,50,1
5100,A12,47,0.564033031463623,0.8761406540870667,50,1
5100,A12,48,0.9183995127677917,0.9464448690414429,50,1
5100,A19,2,-0.7220286130905151,0.3883223235607147,5,1
5100,A19,3,-0.9741166830062866,0.34085729718208313,60,1
5100,A19,4,-0.9595662355422974,0.29851725697517395,301,0
5100,A19,5,-0.9851170182228088,0.2951500713825226,301,0
5100,A19,6,-0.8486431241035461,0.28436198830604553,301,0
5100,A19,10,-0.9741166830062866,0.3618153929710388,80,1
5100,A19,11,-0.9430698752403259,0.3063647449016571,301,0
5100,A19,12,-0.8486431241035461,0.29621246457099915,301,0
5100,A19,13,-0.5126819014549255,0.4321593940258026,301,0
5100,A19,17,-0.9741166830062866,0.36895257234573364,80,1
5100,A19,18,-0.8486431241035461,0.30647557973861694,301,0
5100,A19,19,0.10662994533777237,0.656960666179657,60,1
5100,A19,20,0.0012557957088574767,0.6203181147575378,60,1
5100,A19,25,0.23261384665966034,0.7685592174530029,60,1
5100,A19,26,0.2315743863582611,0.7333083748817444,60,1
5100,A19,27,0.28016698360443115,0.7127760052680969,60,1
5100,A19,28,0.16986596584320068,0.7112200260162354,5,1
5100,A19,29,0.45327335596084595,0.8021503686904907,20,1
5100,A19,30,0.8486431241035461,0.9402145743370056,40,1
5100,A19,31,0.9991928339004517,0.9945364594459534,30,1
5100,A19,32,0.528965950012207,0.8750966787338257,50,1
5100,A19,33,0.09751246124505997,0.7517685890197754,80,1
5100,A19,34,-0.03378519415855408,0.7041264772415161,80,1
5100,A19,35,0.5126819014549255,0.8273580074310303,30,1
5100,A19,36,0.8486431241035461,0.9428754448890686,40,1
5100,A19,37,0.9998963475227356,0.9999268054962158,35,1
5100,A19,38,0.9940207600593567,0.9936733841896057,35,1
5100,A19,39,0.9485587477684021,0.9700981974601746,40,1
5100,A19,40,0.528965950012207,0.8752204179763794,60,1
5100,A19,41,-0.057907167822122574,0.738237738609314,80,1
5100,A19,42,0.8486431241035461,0.9457042813301086,50,1
5100,A19,43,0.9966175556182861,0.9944019317626953,40,1
5100,A19,44,0.9595661163330078,0.9903910756111145,35,1
